sell,110008.01,110094.37,0.04929053541647234,2025-08-29T10:00:00,2025-08-29T11:00:00,-4.25673063856658,filled,112208.1702,105607.6896
buy,110094.37,110725.89,0.04923253884536838,2025-08-29T11:00:00,2025-08-29T12:00:00,31.09133293162724,filled,107892.48259999999,114498.1448
sell,110725.89,108397.03,0.049092141089560656,2025-08-29T12:00:00,2025-08-29T15:00:00,114.32872369783426,filled,112940.4078,106296.8544
buy,108397.03,108726.88,0.050674223970860556,2025-08-29T15:00:00,2025-08-29T16:00:00,16.71489277678865,filled,106229.0894,112732.9112
sell,108726.88,108166.0,0.05059735754750329,2025-08-29T16:00:00,2025-08-29T18:00:00,28.37904590124388,filled,110901.4176,104377.8048
buy,108166.0,108215.23,0.05099090606415237,2025-08-29T18:00:00,2025-08-29T19:00:00,2.5102823055380137,filled,106002.68,112492.64
sell,108215.23,107770.77,0.05097930750124429,2025-08-29T19:00:00,2025-08-29T20:00:00,22.65826301200262,filled,110379.5346,103886.62079999999
buy,107770.77,108313.47,0.051294674966077314,2025-08-29T20:00:00,2025-08-30T00:00:00,27.83762010409001,filled,105615.3546,112081.60080000001
sell,108313.47,107440.43,0.05116617008065499,2025-08-30T00:00:00,2025-08-30T01:00:00,44.670113127215444,filled,110479.7394,103980.93119999999
buy,107440.43,109011.66,0.051789819573595616,2025-08-30T01:00:00,2025-08-31T08:00:00,81.37371820862118,filled,105291.62139999999,111738.0472
sell,109011.66,108467.32,0.0514165855626255,2025-08-31T08:00:00,2025-08-31T14:00:00,27.988104185159386,filled,111191.8932,104651.1936
buy,108467.32,108189.55,0.05180363445696287,2025-08-31T14:00:00,2025-09-01T01:00:00,-14.389495543110788,filled,106297.97360000001,112806.01280000001
sell,108189.55,107409.1,0.0518701357759124,2025-09-01T01:00:00,2025-09-01T04:00:00,40.48204746631068,filled,110353.341,103861.968
buy,107409.1,109503.86,0.05243547959873063,2025-09-01T04:00:00,2025-09-01T09:00:00,109.8397452442367,filled,105260.918,111705.464
sell,109503.86,108761.59,0.05193394593021777,2025-09-01T09:00:00,2025-09-01T11:00:00,38.54901004562296,filled,111693.9372,105123.7056
buy,108761.59,109146.6,0.052465599752752314,2025-09-01T11:00:00,2025-09-01T14:00:00,20.199780560807657,filled,106586.35819999999,113112.0536
sell,109146.6,108931.94,0.052373064664344576,2025-09-01T14:00:00,2025-09-01T17:00:00,11.24240206084839,filled,111329.532,104780.736
buy,108931.94,109713.31,0.05252787328237959,2025-09-01T17:00:00,2025-09-02T11:00:00,41.043704346652696,filled,106753.3012,113289.2176
sell,109713.31,108795.99,0.05234082348711476,2025-09-02T11:00:00,2025-09-02T12:00:00,48.01328420119972,filled,111907.5762,105324.77759999999
buy,108795.99,111367.99,0.05300279573721147,2025-09-02T12:00:00,2025-09-02T14:00:00,136.3231906361079,filled,106620.0702,113147.82960000001
sell,111367.99,111372.01,0.05239075635930715,2025-09-02T14:00:00,2025-09-03T02:00:00,-0.21061084056386584,filled,113595.34980000001,106913.2704
