,TIME_UNIX,DATE_STR,HOUR_STR,OPEN_PRICE,HIGH_PRICE,CLOSE_PRICE,LOW_PRICE,VOLUME_FROM,VOLUME_TO,Dominance,fag
16,1756656000,8/31/2025,16,108830.14,108993.35,108943.91,108585.92,555.8,60469700.37,57.3726609337016,40
17,1756659600,8/31/2025,17,108943.91,109021.53,109016.26,108873.7,295.58,32204854.13,57.3726609337016,40
18,1756663200,8/31/2025,18,109016.26,109248.07,109166.4,108953.82,380.65,41528956.41,57.3726609337016,40
19,1756666800,8/31/2025,19,109166.4,109188.54,108953.12,108936.64,251.23,27397845.16,57.3726609337016,40
20,1756670400,8/31/2025,20,108953.12,109148.51,109145.48,108900.96,311.47,33963845.45,57.3726609337016,40
21,1756674000,8/31/2025,21,109145.48,109145.75,109067.26,108976.85,234.12,25535254.35,57.3726609337016,40
22,1756677600,8/31/2025,22,109067.26,109252.84,108904.31,108785.8,537.96,58632167.33,57.3726609337016,40
23,1756681200,8/31/2025,23,108904.31,108928.23,108892.95,108891.85,5.28,575089.48,57.3726609337016,40
24,1756684800,9/1/2025,0,108273.72,108418.89,108248.83,107659.28,1484.83,160369745.36,57.3502904636168,39
25,1756688400,9/1/2025,1,108248.83,108491.29,108172.6,107994.27,1098.14,118827613.91,57.3502904636168,39
26,1756692000,9/1/2025,2,108172.6,108219.13,107649.04,107452.46,1511.49,162863030.05,57.3502904636168,39
27,1756695600,9/1/2025,3,107649.04,107791.55,107682.29,107420.71,768.11,82628057.14,57.3502904636168,39
28,1756699200,9/1/2025,4,107682.29,107766.01,107420.51,107293.13,515.08,55359319.43,57.3502904636168,39
29,1756702800,9/1/2025,5,107420.51,107994.63,107879.93,107271.39,460.53,49566232.02,57.3502904636168,39
30,1756706400,9/1/2025,6,107879.93,108139.81,108083.97,107615.21,327.17,35322030.19,57.3502904636168,39
31,1756710000,9/1/2025,7,108083.97,109441.88,109441.88,108007.59,815.43,88657307.71,57.3502904636168,39
32,1756713600,9/1/2025,8,109441.88,109820.02,109608.54,109440.77,907.79,99503701.9,57.3502904636168,39
33,1756717200,9/1/2025,9,109608.54,109913.29,109532.29,109501.71,783.25,85918577.22,57.3502904636168,39
34,1756720800,9/1/2025,10,109532.29,109548.89,108579.64,108198.93,1106.39,120356103.48,57.3502904636168,39
35,1756724400,9/1/2025,11,108579.64,108864.05,108789.01,108473.88,393.05,42708544.06,57.3502904636168,39
36,1756728000,9/1/2025,12,108789.01,109161.59,109114.05,108652.14,742.28,80871082.51,57.3502904636168,39
37,1756731600,9/1/2025,13,109114.05,109536.56,109039.52,108955.85,1145.11,125087904.98,57.3502904636168,39
38,1756735200,9/1/2025,14,109039.52,109337.03,109177.62,108844.47,956.53,104352568.47,57.3502904636168,39
39,1756738800,9/1/2025,15,109177.62,109395.92,108796.89,108591.52,883.26,96205117.76,57.3502904636168,39
40,1756742400,9/1/2025,16,108796.89,109113.94,108799.82,108677.2,761.29,82922437.4,57.3502904636168,39
