TIME_UNIX,DATE_STR,HOUR_STR,OPEN_PRICE,HIGH_PRICE,CLOSE_PRICE,LOW_PRICE,VOLUME_FROM,VOLUME_TO,Dominance,fag
1756656000,2025-08-31,16,108830.14,108993.35,108943.91,108585.92,555.8,0.005106528730977,57.3726609337016,40.0
1756659600,2025-08-31,17,108943.91,109021.53,109016.26,108873.7,295.58,0.0027124773130488,57.3726609337016,40.0
1756663200,2025-08-31,18,109016.26,109248.07,109166.4,108953.82,380.65,0.0034882731006109,57.3726609337016,40.0
1756666800,2025-08-31,19,109166.4,109188.54,108953.12,108936.64,251.23,0.0023043106192003,57.3726609337016,40.0
1756670400,2025-08-31,20,108953.12,109148.51,109145.48,108900.96,311.47,0.0028558203603081,57.3726609337016,40.0
1756674000,2025-08-31,21,109145.48,109145.75,109067.26,108976.85,234.12,0.0021466435420706,57.3726609337016,40.0
1756677600,2025-08-31,22,109067.26,109252.84,108904.31,108785.8,537.96,0.0049362740502586,57.3726609337016,40.0
1756681200,2025-08-31,23,108904.31,108928.23,108892.95,108891.85,5.28,4.848291480753002e-05,57.3726609337016,40.0
1756684800,2025-09-01,0,108273.72,108418.89,108248.83,107659.28,1484.83,0.0137345641898454,57.3502904636168,39.0
1756688400,2025-09-01,1,108248.83,108491.29,108172.6,107994.27,1098.14,0.0101473500619851,57.3502904636168,39.0
1756692000,2025-09-01,2,108172.6,108219.13,107649.04,107452.46,1511.49,0.0140246850316974,57.3502904636168,39.0
1756695600,2025-09-01,3,107649.04,107791.55,107682.29,107420.71,768.11,0.0071364784571309,57.3502904636168,39.0
1756699200,2025-09-01,4,107682.29,107766.01,107420.51,107293.13,515.08,0.0047917442232401,57.3502904636168,39.0
1756702800,2025-09-01,5,107420.51,107994.63,107879.93,107271.39,460.53,0.0042754365326255,57.3502904636168,39.0
1756706400,2025-09-01,6,107879.93,108139.81,108083.97,107615.21,327.17,0.0030308580199067,57.3502904636168,39.0
1756710000,2025-09-01,7,108083.97,109441.88,109441.88,108007.59,815.43,0.0074834956630085,57.3502904636168,39.0
1756713600,2025-09-01,8,109441.88,109820.02,109608.54,109440.77,907.79,0.0082810093601613,57.3502904636168,39.0
1756717200,2025-09-01,9,109608.54,109913.29,109532.29,109501.71,783.25,0.0071432417029488,57.3502904636168,39.0
1756720800,2025-09-01,10,109532.29,109548.89,108579.64,108198.93,1106.39,0.0101712862288696,57.3502904636168,39.0
1756724400,2025-09-01,11,108579.64,108864.05,108789.01,108473.88,393.05,0.0036156166675466,57.3502904636168,39.0
1756728000,2025-09-01,12,108789.01,109161.59,109114.05,108652.14,742.28,0.0068114126000549,57.3502904636168,39.0
1756731600,2025-09-01,13,109114.05,109536.56,109039.52,108955.85,1145.11,0.0104885346598116,57.3502904636168,39.0
1756735200,2025-09-01,14,109039.52,109337.03,109177.62,108844.47,956.53,0.0087658776697591,57.3502904636168,39.0
1756738800,2025-09-01,15,109177.62,109395.92,108796.89,108591.52,883.26,0.0081086507422188,57.3502904636168,39.0
1756742400,2025-09-01,16,108796.89,109113.94,108799.82,108677.2,761.29,0.0069930594527172,57.3502904636168,39.0
1756746000,2025-09-01,17,108799.82,108975.16,108946.09,108422.3,1136.89,0.0104511641183041,57.3502904636168,39.0
1756749600,2025-09-01,18,108946.09,109275.85,109242.81,108936.01,637.12,0.005837021655547,57.3502904636168,39.0
1756753200,2025-09-01,19,109242.81,109330.53,109228.06,109178.77,315.46,0.002887617084607,57.3502904636168,39.0
1756756800,2025-09-01,20,109228.06,109230.82,108878.67,108284.6,1406.57,0.0129282671754258,57.3502904636168,39.0
1756760400,2025-09-01,21,108878.67,108938.72,107802.06,107479.64,1581.73,0.014635691360834,57.3502904636168,39.0
1756764000,2025-09-01,22,107802.06,108521.89,108464.43,107614.39,896.94,0.0082896306665503,57.3502904636168,39.0
1756767600,2025-09-01,23,108464.43,108509.56,108508.88,108447.11,17.03,0.0001569751391506,57.3502904636168,39.0
1756771200,2025-09-02,0,109256.28,109340.95,109048.45,108900.97,843.79,0.0077343247221114,57.8287075960318,39.0
1756774800,2025-09-02,1,109048.45,109620.82,109332.15,109002.23,1137.25,0.0104030977401791,57.8287075960318,39.0
1756778400,2025-09-02,2,109332.15,110271.38,110250.57,109193.22,1003.67,0.0091321548838653,57.8287075960318,39.0
1756782000,2025-09-02,3,110250.57,110619.19,110341.26,110080.8,1239.67,0.0112342797158964,57.8287075960318,39.0
1756785600,2025-09-02,4,110341.26,110416.49,110311.29,110163.24,660.91,0.0059920937110955,57.8287075960318,39.0
1756789200,2025-09-02,5,110311.29,110335.89,110229.44,110062.37,281.1,0.0025506029894046,57.8287075960318,39.0
1756792800,2025-09-02,6,110229.44,110630.91,110399.43,110189.46,429.23,0.0038877204804785,57.8287075960318,39.0
1756796400,2025-09-02,7,110399.43,110416.89,110247.9,110024.45,402.76,0.0036538231482826,57.8287075960318,39.0
1756800000,2025-09-02,8,110247.9,110719.09,110379.98,110067.09,628.77,0.0056959624135509,57.8287075960318,39.0
1756803600,2025-09-02,9,110379.98,110697.47,110472.93,110287.22,636.38,0.0057598313775377,57.8287075960318,39.0
1756807200,2025-09-02,10,110472.93,110502.92,110283.13,110158.02,489.07,0.0044334077356333,57.8287075960318,39.0
1756810800,2025-09-02,11,110283.13,110285.34,109764.03,109605.46,435.9,0.0039668765053434,57.8287075960318,39.0
1756814400,2025-09-02,12,109764.03,109869.29,108824.33,108420.77,2082.54,0.01909919034745,57.8287075960318,39.0
1756818000,2025-09-02,13,108824.33,111316.35,111191.03,108779.96,3819.54,0.0345881614431749,57.8287075960318,39.0
1756821600,2025-09-02,14,111191.03,111796.23,111375.51,110822.95,3095.82,0.0278072085517287,57.8287075960318,39.0
1756825200,2025-09-02,15,111375.51,111551.14,110847.0,110647.57,2030.48,0.0182901019802957,57.8287075960318,39.0
1756828800,2025-09-02,16,110847.0,111144.98,110803.39,110498.75,1647.7,0.0148688308685002,57.8287075960318,39.0
1756832400,2025-09-02,17,110803.39,111067.49,110930.45,110645.09,1185.02,0.0106873124622512,57.8287075960318,39.0
1756836000,2025-09-02,18,110930.45,110957.31,110657.02,110200.45,1537.14,0.0138975726156622,57.8287075960318,39.0
1756839600,2025-09-02,19,110657.02,110851.13,110825.09,110465.86,1028.33,0.0092881636677893,57.8287075960318,39.0
1756843200,2025-09-02,20,110825.09,111443.62,111436.97,110735.62,1140.95,0.0102598431892742,57.8287075960318,39.0
1756846800,2025-09-02,21,111436.97,111556.62,111145.29,111145.29,488.77,0.0043921590476122,57.8287075960318,39.0
1756850400,2025-09-02,22,111145.29,111281.51,111281.51,110887.9,514.1,0.0046252683903226,57.8287075960318,39.0
1756854000,2025-09-02,23,111281.51,111291.74,111259.11,111240.46,22.09,0.0001985372237521,57.8287075960318,39.0
1756857600,2025-09-03,0,111245.94,111784.15,111351.45,111239.59,788.58,0.0070751062601265,57.8320987110925,42.0
1756861200,2025-09-03,1,111351.45,111414.63,111186.48,110906.58,868.19,0.007809625019441,57.8320987110925,42.0
1756864800,2025-09-03,2,111186.48,111492.75,111389.63,111052.6,692.74,0.0062234270875126,57.8320987110925,42.0
1756868400,2025-09-03,3,111389.63,111414.6,111060.44,110906.66,505.84,0.0045518995193797,57.8320987110925,42.0
1756872000,2025-09-03,4,111060.44,111164.68,111039.87,110852.69,262.27,0.0023623867176705,57.8320987110925,42.0
1756875600,2025-09-03,5,111039.87,111081.98,110716.84,110687.32,299.08,0.0026985786535342,57.8320987110925,42.0
1756879200,2025-09-03,6,110716.84,110896.64,110745.92,110588.72,331.17,0.0029904167963955,57.8320987110925,42.0
1756882800,2025-09-03,7,110745.92,111124.56,111106.49,110556.54,531.07,0.004787468186539,57.8320987110925,42.0
1756886400,2025-09-03,8,111106.49,111289.92,111035.71,110996.82,354.1,0.0031870040556824,57.8320987110925,42.0
1756890000,2025-09-03,9,111035.71,111330.21,111318.8,110918.04,375.24,0.0033747937633528,57.8320987110925,42.0
1756893600,2025-09-03,10,111318.8,111496.46,111466.33,111184.06,421.4,0.0037833665048765,57.8320987110925,42.0
1756897200,2025-09-03,11,111466.33,111725.78,111478.7,111413.58,345.09,0.0030938856079674,57.8320987110925,42.0
1756900800,2025-09-03,12,111478.7,111886.09,111148.32,111070.33,954.68,0.008572281853888,57.8320987110925,42.0
1756904400,2025-09-03,13,111148.32,111928.52,111491.96,111107.94,1866.23,0.016736066848969,57.8320987110925,42.0
1756908000,2025-09-03,14,111491.96,112545.3,112293.52,111143.27,2809.0,0.0250816940867294,57.8320987110925,42.0
1756911600,2025-09-03,15,112293.52,112404.38,112249.3,111934.3,1404.5,0.0125182723399688,57.8320987110925,42.0
1756915200,2025-09-03,16,112249.3,112374.19,111892.04,111715.94,969.44,0.0086561736296899,57.8320987110925,42.0
1756918800,2025-09-03,17,111892.04,112601.73,112340.18,111883.58,1223.43,0.0108967109347929,57.8320987110925,42.0
1756922400,2025-09-03,18,112340.18,112561.06,112036.33,111822.44,1183.69,0.0105554717152077,57.8320987110925,42.0
1756926000,2025-09-03,19,112036.33,112293.46,112245.42,111809.33,1040.64,0.0092818094676347,57.8320987110925,42.0
1756929600,2025-09-03,20,112245.42,112298.05,112267.03,112103.05,494.06,0.0044024957158849,57.8320987110925,42.0
1756933200,2025-09-03,21,112267.03,112311.29,112045.64,111811.95,448.06,0.0039985259789662,57.8320987110925,42.0
1756936800,2025-09-03,22,112045.64,112202.72,112005.7,111891.21,384.69,0.0034337139853441,57.8320987110925,42.0
1756940400,2025-09-03,23,112005.7,112025.38,112025.38,112005.68,3.322,2.965573282868794e-05,57.8320987110925,42.0
1756944000,2025-09-04,0,111751.51,112225.93,112126.96,111661.91,582.52,0.0052008423438491,57.6229080651707,44.0
1756947600,2025-09-04,1,112126.96,112129.75,112000.25,111698.28,520.61,0.004650680401305,57.6229080651707,44.0
1756951200,2025-09-04,2,112000.25,112025.73,111502.4,111456.41,662.12,0.0059297064873501,57.6229080651707,44.0
1756954800,2025-09-04,3,111502.4,111760.77,111193.75,111179.15,777.5,0.0069807391754323,57.6229080651707,44.0
1756958400,2025-09-04,4,111193.75,111369.49,110969.68,110964.7,337.25,0.0030355183094633,57.6229080651707,44.0
1756962000,2025-09-04,5,110969.68,110973.14,110696.12,110625.97,558.98,0.0050465364790219,57.6229080651707,44.0
1756965600,2025-09-04,6,110696.12,110760.66,110435.68,110320.83,483.45,0.0043748865254852,57.6229080651707,44.0
1756969200,2025-09-04,7,110435.68,110681.41,110502.81,110385.62,355.61,0.0032175121838584,57.6229080651707,44.0
1756972800,2025-09-04,8,110502.81,110876.62,110679.04,110453.03,372.0,0.0033613578006045,57.6229080651707,44.0
1756976400,2025-09-04,9,110679.04,110891.76,110852.88,110679.04,240.68,0.002172047430556,57.6229080651707,44.0
1756980000,2025-09-04,10,110852.88,111178.98,110662.91,110662.91,458.96,0.0041409327023248,57.6229080651707,44.0
1756983600,2025-09-04,11,110662.91,111080.79,110850.54,110579.46,467.77,0.0042203442480768,57.6229080651707,44.0
1756987200,2025-09-04,12,110850.54,111158.75,110970.3,110569.66,829.93,0.0074836178354884,57.6229080651707,44.0
1756990800,2025-09-04,13,110970.3,111003.8,110486.07,110237.31,1652.85,0.0149476747729866,57.6229080651707,44.0
1756994400,2025-09-04,14,110486.07,110539.75,109869.26,109734.86,2292.67,0.0208333718266524,57.6229080651707,44.0
1756998000,2025-09-04,15,109869.26,109885.4,109520.12,109345.22,1722.13,0.0157152193786696,57.6229080651707,44.0
1757001600,2025-09-04,16,109520.12,109699.72,109442.46,109373.85,1123.41,0.0102589514429478,57.6229080651707,44.0
1757005200,2025-09-04,17,109442.46,109927.62,109801.6,109431.87,901.19,0.0082135163667127,57.6229080651707,44.0
1757008800,2025-09-04,18,109801.6,110223.61,110000.23,109721.57,918.18,0.0083484719487384,57.6229080651707,44.0
1757012400,2025-09-04,19,110000.23,110132.76,109818.28,109740.76,1443.81,0.0131378153778771,57.6229080651707,44.0
1757016000,2025-09-04,20,109818.28,110432.57,110415.26,109771.69,839.16,0.007614432444884,57.6229080651707,44.0
1757019600,2025-09-04,21,110415.26,110566.59,110511.63,110343.69,316.51,0.0028650187913044,57.6229080651707,44.0
1757023200,2025-09-04,22,110511.63,111590.28,111494.91,110494.88,752.29,0.0067656020337186,57.6229080651707,44.0
1757026800,2025-09-04,23,111494.91,111748.82,111746.71,111451.1,58.21,0.0005213666427991,57.6229080651707,44.0
1757030400,2025-09-05,0,110732.33,110943.53,110474.07,110453.67,751.31,0.0067915791565808,58.0300716530877,41.0
1757034000,2025-09-05,1,110474.07,111153.87,111128.52,110472.14,657.19,0.0059249982261699,58.0300716530877,41.0
1757037600,2025-09-05,2,111128.52,111495.99,111352.43,111057.45,902.68,0.0081101898568,58.0300716530877,41.0
1757041200,2025-09-05,3,111352.43,111352.52,111331.68,111110.88,323.29,0.0029055850673413,58.0300716530877,41.0
1757044800,2025-09-05,4,111331.68,111482.59,111459.02,111162.05,214.08,0.0019222776547853,58.0300716530877,41.0
1757048400,2025-09-05,5,111459.02,111732.15,111592.12,111429.83,298.95,0.0026791307410424,58.0300716530877,41.0
1757052000,2025-09-05,6,111592.12,111918.97,111910.93,111529.57,267.91,0.0023966223467612,58.0300716530877,41.0
1757055600,2025-09-05,7,111910.93,113009.39,112973.38,111900.31,1495.32,0.0132766636316917,58.0300716530877,41.0
1757059200,2025-09-05,8,112973.38,112999.81,112638.92,112622.27,486.01,0.0043103698031993,58.0300716530877,41.0
1757062800,2025-09-05,9,112638.92,112642.3,112310.22,112141.73,866.49,0.0077114041547727,58.0300716530877,41.0
1757066400,2025-09-05,10,112310.22,112581.06,112262.52,112207.41,533.44,0.0047480056355864,58.0300716530877,41.0
1757070000,2025-09-05,11,112262.52,112445.15,112362.53,112155.34,365.63,0.0032552236740993,58.0300716530877,41.0
1757073600,2025-09-05,12,112362.53,113400.39,113233.13,112102.1,3486.03,0.0308739010086981,58.0300716530877,41.0
1757077200,2025-09-05,13,113233.13,113332.94,113099.15,112730.91,2518.03,0.0222727420149013,58.0300716530877,41.0
1757080800,2025-09-05,14,113099.15,113099.55,110576.66,110500.13,4975.24,0.0446642033364779,58.0300716530877,41.0
1757084400,2025-09-05,15,110576.66,111033.19,110724.94,110280.98,1900.48,0.017170989284967,58.0300716530877,41.0
1757088000,2025-09-05,16,110724.94,110939.8,110819.7,110536.15,1129.26,0.0101950777869045,58.0300716530877,41.0
1757091600,2025-09-05,17,110819.7,110821.28,110613.18,110217.27,1025.38,0.0092752116806386,58.0300716530877,41.0
1757095200,2025-09-05,18,110613.18,111319.52,111220.66,110583.95,1006.91,0.0090678810928526,58.0300716530877,41.0
1757098800,2025-09-05,19,111220.66,111646.5,111629.32,111143.93,1809.45,0.0162321453801696,58.0300716530877,41.0
1757102400,2025-09-05,20,111629.32,111675.04,111651.69,111323.66,886.39,0.0079461135545068,58.0300716530877,41.0
1757106000,2025-09-05,21,111651.69,111708.7,110622.91,110425.34,1677.73,0.0151257246467729,58.0300716530877,41.0
1757109600,2025-09-05,22,110622.91,110947.0,110829.63,110528.65,406.94,0.003673790557887,58.0300716530877,41.0
1757113200,2025-09-05,23,110829.63,110831.02,110825.39,110812.48,6.619,5.972588893956364e-05,58.0300716530877,41.0
1757116800,2025-09-06,0,110676.99,110843.34,110796.28,110567.35,356.86,0.003222629555304,57.8478815034768,41.0
1757120400,2025-09-06,1,110796.28,110932.37,110883.37,110757.24,200.36,0.0018073627027667,57.8478815034768,41.0
1757124000,2025-09-06,2,110883.37,111224.95,111221.69,110752.33,294.76,0.0026539097644869,57.8478815034768,41.0
1757127600,2025-09-06,3,111221.69,111320.3,111092.83,111022.59,386.21,0.0034748226734676,57.8478815034768,41.0
1757131200,2025-09-06,4,111092.83,111093.47,110891.02,110800.63,206.21,0.0018589472990859,57.8478815034768,41.0
1757134800,2025-09-06,5,110891.02,110891.06,110731.02,110717.9,150.6,0.0013594512462809,57.8478815034768,41.0
1757138400,2025-09-06,6,110731.02,110824.19,110774.3,110721.53,100.28,0.00090527197248,57.8478815034768,41.0
1757142000,2025-09-06,7,110774.3,110850.04,110837.03,110768.2,62.13,0.0005606468503266,57.8478815034768,41.0
1757145600,2025-09-06,8,110837.03,110980.78,110961.27,110791.94,96.47,0.0008697939155539,57.8478815034768,41.0
1757149200,2025-09-06,9,110961.27,110961.31,110717.94,110716.75,167.51,0.0015118412977292,57.8478815034768,41.0
1757152800,2025-09-06,10,110717.94,110808.92,110789.43,110691.36,144.56,0.0013051261804044,57.8478815034768,41.0
1757156400,2025-09-06,11,110789.43,110888.94,110799.02,110690.43,196.35,0.0017722271294472,57.8478815034768,41.0
1757160000,2025-09-06,12,110799.02,110915.31,110847.05,110776.48,195.42,0.0017629820324146,57.8478815034768,41.0
1757163600,2025-09-06,13,110847.05,110965.04,110949.49,110838.28,229.94,0.0020730703972116,57.8478815034768,41.0
1757167200,2025-09-06,14,110949.49,111010.23,110833.81,110807.63,237.42,0.0021411586480236,57.8478815034768,41.0
1757170800,2025-09-06,15,110833.81,110862.9,110421.88,110394.82,536.46,0.0048522127981341,57.8478815034768,41.0
1757174400,2025-09-06,16,110421.88,110436.89,110302.55,110019.89,1314.03,0.011918303256933,57.8478815034768,41.0
1757178000,2025-09-06,17,110302.55,110313.69,110191.99,110041.54,377.13,0.0034227787485249,57.8478815034768,41.0
1757181600,2025-09-06,18,110191.99,110319.07,110269.76,110103.77,265.44,0.0024080369503278,57.8478815034768,41.0
1757185200,2025-09-06,19,110269.76,110300.83,110082.04,110053.59,240.35,0.0021821139229006,57.8478815034768,41.0
1757188800,2025-09-06,20,110082.04,110199.44,110199.44,110081.44,228.56,0.0020747982814831,57.8478815034768,41.0
1757192400,2025-09-06,21,110199.44,110253.81,110235.26,110137.78,196.36,0.0017817064766518,57.8478815034768,41.0
1757196000,2025-09-06,22,110235.26,110261.85,110204.98,110126.73,246.42,0.002236159712246,57.8478815034768,41.0
1757199600,2025-09-06,23,110204.98,110205.14,110204.41,110201.18,1.824,1.6551186950284404e-05,57.8478815034768,41.0
1757203200,2025-09-07,0,110230.16,110394.67,110386.33,110215.7,184.37,0.0016710438502861,57.8566376553178,40.0
1757206800,2025-09-07,1,110386.33,110616.74,110584.27,110363.41,272.31,0.0024638650914353,57.8566376553178,40.0
1757210400,2025-09-07,2,110584.27,110722.82,110693.39,110478.28,178.78,0.0016159954930255,57.8566376553178,40.0
1757214000,2025-09-07,3,110693.39,110761.81,110662.66,110630.01,152.59,0.0013785990780789,57.8566376553178,40.0
1757217600,2025-09-07,4,110662.66,110674.22,110592.18,110530.04,122.04,0.0011034476439831,57.8566376553178,40.0
1757221200,2025-09-07,5,110592.18,110733.0,110691.48,110592.08,189.46,0.0017119025629324,57.8566376553178,40.0
1757224800,2025-09-07,6,110691.48,110699.98,110543.95,110519.87,89.95,0.0008133798805053,57.8566376553178,40.0
1757228400,2025-09-07,7,110543.95,110936.5,110782.35,110510.73,332.53,0.0030027127626624,57.8566376553178,40.0
1757232000,2025-09-07,8,110782.35,111377.92,111091.2,110762.05,543.83,0.0048959705660187,57.8566376553178,40.0
1757235600,2025-09-07,9,111091.2,111261.64,111128.47,110914.24,357.94,0.0032217401303043,57.8566376553178,40.0
1757239200,2025-09-07,10,111128.47,111234.85,111227.68,111060.21,180.09,0.0016198895463619,57.8566376553178,40.0
1757242800,2025-09-07,11,111227.68,111296.73,111296.73,111206.25,135.92,0.0012215708635576,57.8566376553178,40.0
1757246400,2025-09-07,12,111296.73,111298.78,111135.52,111087.36,193.69,0.0017422256773368,57.8566376553178,40.0
1757250000,2025-09-07,13,111135.52,111244.09,111220.49,111063.21,179.07,0.0016106903715579,57.8566376553178,40.0
1757253600,2025-09-07,14,111220.49,111406.09,111145.2,111076.04,395.62,0.0035574423714028,57.8566376553178,40.0
1757257200,2025-09-07,15,111145.2,111370.52,111329.3,111119.0,237.33,0.0021328635695255,57.8566376553178,40.0
1757260800,2025-09-07,16,111329.3,111367.32,111210.38,111171.85,241.72,0.0021727669745172,57.8566376553178,40.0
1757264400,2025-09-07,17,111210.38,111244.89,110985.59,110906.36,406.83,0.003663629636398,57.8566376553178,40.0
1757268000,2025-09-07,18,110985.59,111073.39,111063.28,110879.17,245.86,0.0022148495999469,57.8566376553178,40.0
1757271600,2025-09-07,19,111063.28,111298.17,111265.09,111061.38,239.91,0.0021573046882868,57.8566376553178,40.0
1757275200,2025-09-07,20,111265.09,111367.22,111338.79,111155.45,346.15,0.0031104219097346,57.8566376553178,40.0
1757278800,2025-09-07,21,111338.79,111340.75,111056.8,111056.8,179.21,0.0016123046527958,57.8566376553178,40.0
1757282400,2025-09-07,22,111056.8,111359.06,111257.77,111016.26,457.51,0.0041138905016885,57.8566376553178,40.0
1757286000,2025-09-07,23,111257.77,111295.18,111287.41,111257.77,24.97,0.0002243886868561,57.8566376553178,40.0
1757289600,2025-09-08,0,111143.24,111288.1,110838.48,110737.24,876.46,0.0078992664327411,57.6983921303783,42.0
1757293200,2025-09-08,1,110838.48,110986.39,110895.37,110730.66,741.76,0.0066903093997512,57.6983921303783,42.0
1757296800,2025-09-08,2,110895.37,111357.78,111237.6,110628.16,723.5,0.0065136454645431,57.6983921303783,42.0
1757300400,2025-09-08,3,111237.6,111344.31,111051.94,111025.42,475.82,0.0042812454271493,57.6983921303783,42.0
1757304000,2025-09-08,4,111051.94,111207.33,110983.41,110929.91,388.09,0.0034950400102785,57.6983921303783,42.0
1757307600,2025-09-08,5,110983.41,111056.1,111036.48,110911.21,281.6,0.0025369080634187,57.6983921303783,42.0
1757311200,2025-09-08,6,111036.48,111198.09,111124.25,110924.41,177.67,0.0015994454559571,57.6983921303783,42.0
1757314800,2025-09-08,7,111124.25,111608.36,111275.64,111119.33,367.35,0.0032995180018115,57.6983921303783,42.0
1757318400,2025-09-08,8,111275.64,111891.04,111668.85,111256.22,613.09,0.0054933736611419,57.6983921303783,42.0
1757322000,2025-09-08,9,111668.85,112084.26,112084.26,111587.09,756.66,0.0067608103405926,57.6983921303783,42.0
1757325600,2025-09-08,10,112084.26,112187.05,112044.19,111915.01,628.02,0.0056048818036792,57.6983921303783,42.0
1757329200,2025-09-08,11,112044.19,112116.46,112059.45,111764.71,449.73,0.0040161561885549,57.6983921303783,42.0
1757332800,2025-09-08,12,112059.45,112148.96,112034.98,111923.9,522.76,0.0046660024354088,57.6983921303783,42.0
1757336400,2025-09-08,13,112034.98,112359.13,111900.54,111872.67,1588.92,0.0141812001784773,57.6983921303783,42.0
1757340000,2025-09-08,14,111900.54,112782.93,112652.7,111887.8,1708.09,0.0151909696874598,57.6983921303783,42.0
1757343600,2025-09-08,15,112652.7,112937.76,112640.41,112538.22,1002.45,0.0088944224206345,57.6983921303783,42.0
1757347200,2025-09-08,16,112640.41,112684.14,112417.24,112319.11,1009.53,0.0089757145453733,57.6983921303783,42.0
1757350800,2025-09-08,17,112417.24,112563.75,112229.0,112103.89,841.97,0.0074975814540625,57.6983921303783,42.0
1757354400,2025-09-08,18,112229.0,112537.88,112498.18,112216.04,732.1,0.0065123389891419,57.6983921303783,42.0
1757358000,2025-09-08,19,112498.18,112498.23,112099.99,112009.76,692.5,0.0061718679396727,57.6983921303783,42.0
1757361600,2025-09-08,20,112099.99,112167.53,111996.6,111916.48,561.4,0.0050112977359806,57.6983921303783,42.0
1757365200,2025-09-08,21,111996.6,112348.39,112345.36,111956.74,319.75,0.0028493943377299,57.6983921303783,42.0
1757368800,2025-09-08,22,112345.36,112520.5,112259.96,112230.14,602.57,0.005363955911179,57.6983921303783,42.0
1757372400,2025-09-08,23,112259.96,112278.45,112268.79,112259.96,4.387,3.907576797645656e-05,57.6983921303783,42.0
1757376000,2025-09-09,0,112089.06,112115.75,111663.31,111473.24,802.32,0.0071795480597746,57.5529834437509,44.0
1757379600,2025-09-09,1,111663.31,111754.23,111383.71,111287.46,690.32,0.0061925918306444,57.5529834437509,44.0
1757383200,2025-09-09,2,111383.71,111456.83,111340.75,111131.2,632.58,0.0056830681081157,57.5529834437509,44.0
1757386800,2025-09-09,3,111340.75,111762.01,111720.81,111255.83,394.97,0.0035398063534043,57.5529834437509,44.0
1757390400,2025-09-09,4,111720.81,112104.07,112037.07,111646.52,592.33,0.0052920050724913,57.5529834437509,44.0
1757394000,2025-09-09,5,112037.07,112259.52,112213.3,111871.84,292.05,0.0026049172298439,57.5529834437509,44.0
1757397600,2025-09-09,6,112213.3,113167.49,113037.46,112174.64,993.88,0.008811524359374,57.5529834437509,44.0
1757401200,2025-09-09,7,113037.46,113293.12,113009.09,112777.43,784.5,0.0069408472888552,57.5529834437509,44.0
1757404800,2025-09-09,8,113009.09,113180.98,112998.6,112908.4,421.61,0.0037300938830093,57.5529834437509,44.0
1757408400,2025-09-09,9,112998.6,113073.92,112974.99,112918.87,262.68,0.0023248227309392,57.5529834437509,44.0
1757412000,2025-09-09,10,112974.99,113050.0,112752.4,112658.03,454.9,0.0040320813868847,57.5529834437509,44.0
1757415600,2025-09-09,11,112752.4,112823.45,112453.6,112429.78,311.27,0.0027651498786684,57.5529834437509,44.0
1757419200,2025-09-09,12,112453.6,112844.05,112693.92,112417.0,627.91,0.0055739082635772,57.5529834437509,44.0
1757422800,2025-09-09,13,112693.92,112962.92,112785.89,112506.25,1445.17,0.0128172805456332,57.5529834437509,44.0
1757426400,2025-09-09,14,112785.89,112971.01,111778.66,111519.51,2837.27,0.025312489238532,57.5529834437509,44.0
1757430000,2025-09-09,15,111778.66,111836.05,110885.58,110777.59,2093.55,0.0188325777793423,57.5529834437509,44.0
1757433600,2025-09-09,16,110885.58,111151.79,110973.88,110789.84,1218.03,0.01097602812197,57.5529834437509,44.0
